2022-01-26 11:17:11.583 [XNIO-1 task-1] INFO  traceId[99421c6f-1e4b-4f3e-9bba-efb68ca08e06] com.example.demo.controller.TopicManageController:34 - 提交题目信息：{"createBy":"0","img":"","optionItem":[{"correct":false,"option":"定义范围","serialNumber":1},{"correct":false,"option":"控制质量","serialNumber":2},{"correct":true,"option":"确认范围","serialNumber":3},{"correct":false,"option":"非上述选项","serialNumber":4}],"queSetId":1,"remark":"5.5.2.3 确认范围过程的工具是检查。检查有时也被称为审查、产品审查、审计和巡检等。","topicDesc":"你的项目涉及为运输业制造高精度引擎部件。为确定可交付成果是否符合产品验收标准，你必须进行几次审查、产品审查、审计和巡视。这些活动在哪个过程中展开？","topicType":1,"updateB":"0"}
2022-01-26 11:27:38.309 [XNIO-1 task-1] INFO  traceId[6886c89a-f19e-486c-8cc4-18a8865acbf3] com.example.demo.Interceptor.LogInterceptor:45 - 调用结束后删除...
2022-01-26 11:28:46.666 [XNIO-1 task-1] INFO  traceId[2d5dc27d-75f5-4ecd-b9a4-82e7a53c18f8] com.example.demo.controller.TopicManageController:34 - 提交题目信息：{"createBy":"0","img":"","optionItem":[{"correct":false,"option":"它们可以帮助选择一个项目","serialNumber":1},{"correct":false,"option":"它们可以是该项目第一阶段或一个单独的项目","serialNumber":2},{"correct":false,"option":"它们可以被用来确定项目是否应该被完成","serialNumber":3},{"correct":true,"option":"它们可以被用来确定项目团队成员","serialNumber":4}],"queSetId":1,"remark":"《PMBOK 指南》2.4.2 项目生命周期。原文：例如，某个组织可能将可行性研究作为常规的项目前工作，某个组织将其作为项目的第一个阶段，而另一个组织则可能视其为一个独立的项目。","topicDesc":"下列有关项目的可行性研究报告是正确的，除了：","topicType":1,"updateB":"0"}
2022-01-26 11:28:46.687 [XNIO-1 task-1] INFO  traceId[2d5dc27d-75f5-4ecd-b9a4-82e7a53c18f8] com.example.demo.Interceptor.LogInterceptor:45 - 调用结束后删除...
2022-01-26 11:30:22.225 [XNIO-1 task-1] INFO  traceId[784d1c70-ae1f-4c77-9d8e-0313c72292d6] com.example.demo.controller.TopicManageController:34 - 提交题目信息：{"createBy":"0","img":"","optionItem":[{"correct":false,"option":"把这两个人分开，直到项目恢复正规","serialNumber":1},{"correct":true,"option":"分别和他们谈话，给予口头警告","serialNumber":2},{"correct":false,"option":"和他们的经理讨论这个问题","serialNumber":3},{"correct":false,"option":"和他们两人以及他们的经理讨论确定冲突的来源","serialNumber":4}],"queSetId":1,"remark":"项目已然处于进度落后的危险之中，此时出状况实属紧急，故需要立即解决。可以采用强制方法处理冲突。","topicDesc":"你的项目计划进度很紧，而且处于进度落后的危险之中，这时两个团队成员吵了起来，干扰了正在进行的状态会议。作为项目经理你最好应该：","topicType":1,"updateB":"0"}
2022-01-26 11:30:22.246 [XNIO-1 task-1] INFO  traceId[784d1c70-ae1f-4c77-9d8e-0313c72292d6] com.example.demo.Interceptor.LogInterceptor:45 - 调用结束后删除...
2022-01-26 11:36:01.654 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:55 - Starting DemoApplicationTests on DESKTOP-6OUD5PV with PID 23156 (started by Administrator in E:\workplace\idea\demo)
2022-01-26 11:36:01.655 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:651 - No active profile set, falling back to default profiles: default
2022-01-26 11:36:02.360 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:249 - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-01-26 11:36:02.363 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:127 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-01-26 11:36:02.398 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:187 - Finished Spring Data repository scanning in 22ms. Found 0 Redis repository interfaces.
2022-01-26 11:36:02.701 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'threadPoolConfig' of type [com.example.demo.config.ThreadPoolConfig$$EnhancerBySpringCGLIB$$c60d07f5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:36:02.746 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'org.springframework.retry.annotation.RetryConfiguration' of type [org.springframework.retry.annotation.RetryConfiguration$$EnhancerBySpringCGLIB$$9229a6bb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:36:02.961 [main] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:181 - Initializing ExecutorService 'threadPoolTaskExecutor'
2022-01-26 11:36:03.167 [main] INFO  traceId[] c.a.d.s.b.a.DruidDataSourceAutoConfigure:56 - Init DruidDataSource
2022-01-26 11:36:04.720 [main] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:990 - {dataSource-1} inited
2022-01-26 11:36:07.389 [main] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:181 - Initializing ExecutorService 'taskScheduler'
2022-01-26 11:36:07.442 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:61 - Started DemoApplicationTests in 6.142 seconds (JVM running for 6.943)
2022-01-26 11:36:07.599 [main] INFO  traceId[] com.example.demo.pdf.PdfProblem:64 - 开始生成pdf....
2022-01-26 11:36:08.167 [main] INFO  traceId[] com.example.demo.pdf.PdfProblem:97 - 结束生成pdf....
2022-01-26 11:36:08.182 [SpringContextShutdownHook] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:218 - Shutting down ExecutorService 'taskScheduler'
2022-01-26 11:36:08.197 [SpringContextShutdownHook] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:2043 - {dataSource-1} closing ...
2022-01-26 11:36:08.203 [SpringContextShutdownHook] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:2116 - {dataSource-1} closed
2022-01-26 11:36:08.203 [SpringContextShutdownHook] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:218 - Shutting down ExecutorService 'threadPoolTaskExecutor'
2022-01-26 11:36:36.385 [main] INFO  traceId[] com.example.demo.DemoApplication:55 - Starting DemoApplication on DESKTOP-6OUD5PV with PID 18340 (E:\workplace\idea\demo\target\classes started by Administrator in E:\workplace\idea\demo)
2022-01-26 11:36:36.388 [main] INFO  traceId[] com.example.demo.DemoApplication:651 - No active profile set, falling back to default profiles: default
2022-01-26 11:36:36.956 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:249 - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-01-26 11:36:36.958 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:127 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-01-26 11:36:36.987 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:187 - Finished Spring Data repository scanning in 19ms. Found 0 Redis repository interfaces.
2022-01-26 11:36:37.163 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'threadPoolConfig' of type [com.example.demo.config.ThreadPoolConfig$$EnhancerBySpringCGLIB$$15097c66] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:36:37.182 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'org.springframework.retry.annotation.RetryConfiguration' of type [org.springframework.retry.annotation.RetryConfiguration$$EnhancerBySpringCGLIB$$e1261b2c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:36:37.440 [main] INFO  traceId[] io.undertow.servlet:364 - Initializing Spring embedded WebApplicationContext
2022-01-26 11:36:37.440 [main] INFO  traceId[] o.s.b.w.s.c.ServletWebServerApplicationContext:285 - Root WebApplicationContext: initialization completed in 1020 ms
2022-01-26 11:36:37.536 [main] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:181 - Initializing ExecutorService 'threadPoolTaskExecutor'
2022-01-26 11:36:37.623 [main] INFO  traceId[] c.a.d.s.b.a.DruidDataSourceAutoConfigure:56 - Init DruidDataSource
2022-01-26 11:36:38.606 [main] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:990 - {dataSource-1} inited
2022-01-26 11:36:40.287 [main] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:181 - Initializing ExecutorService 'taskScheduler'
2022-01-26 11:36:40.320 [main] INFO  traceId[] io.undertow:117 - starting server: Undertow - 2.1.3.Final
2022-01-26 11:36:40.324 [main] INFO  traceId[] org.xnio:95 - XNIO version 3.8.0.Final
2022-01-26 11:36:40.331 [main] INFO  traceId[] org.xnio.nio:59 - XNIO NIO Implementation Version 3.8.0.Final
2022-01-26 11:36:40.353 [main] INFO  traceId[] org.jboss.threads:52 - JBoss Threads version 3.1.0.Final
2022-01-26 11:36:40.389 [main] INFO  traceId[] o.s.boot.web.embedded.undertow.UndertowWebServer:133 - Undertow started on port(s) 9090 (http)
2022-01-26 11:36:40.399 [main] INFO  traceId[] com.example.demo.DemoApplication:61 - Started DemoApplication in 4.35 seconds (JVM running for 5.32)
2022-01-26 11:37:04.519 [main] INFO  traceId[] com.example.demo.DemoApplication:55 - Starting DemoApplication on DESKTOP-6OUD5PV with PID 16492 (E:\workplace\idea\demo\target\classes started by Administrator in E:\workplace\idea\demo)
2022-01-26 11:37:04.521 [main] INFO  traceId[] com.example.demo.DemoApplication:651 - No active profile set, falling back to default profiles: default
2022-01-26 11:37:05.061 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:249 - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-01-26 11:37:05.062 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:127 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-01-26 11:37:05.090 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:187 - Finished Spring Data repository scanning in 18ms. Found 0 Redis repository interfaces.
2022-01-26 11:37:05.257 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'threadPoolConfig' of type [com.example.demo.config.ThreadPoolConfig$$EnhancerBySpringCGLIB$$f15b3066] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:37:05.275 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'org.springframework.retry.annotation.RetryConfiguration' of type [org.springframework.retry.annotation.RetryConfiguration$$EnhancerBySpringCGLIB$$bd77cf2c] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:37:05.465 [main] INFO  traceId[] io.undertow.servlet:364 - Initializing Spring embedded WebApplicationContext
2022-01-26 11:37:05.466 [main] INFO  traceId[] o.s.b.w.s.c.ServletWebServerApplicationContext:285 - Root WebApplicationContext: initialization completed in 903 ms
2022-01-26 11:37:05.517 [main] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:181 - Initializing ExecutorService 'threadPoolTaskExecutor'
2022-01-26 11:37:05.604 [main] INFO  traceId[] c.a.d.s.b.a.DruidDataSourceAutoConfigure:56 - Init DruidDataSource
2022-01-26 11:37:06.549 [main] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:990 - {dataSource-1} inited
2022-01-26 11:37:08.240 [main] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:181 - Initializing ExecutorService 'taskScheduler'
2022-01-26 11:37:08.271 [main] INFO  traceId[] io.undertow:117 - starting server: Undertow - 2.1.3.Final
2022-01-26 11:37:08.275 [main] INFO  traceId[] org.xnio:95 - XNIO version 3.8.0.Final
2022-01-26 11:37:08.281 [main] INFO  traceId[] org.xnio.nio:59 - XNIO NIO Implementation Version 3.8.0.Final
2022-01-26 11:37:08.303 [main] INFO  traceId[] org.jboss.threads:52 - JBoss Threads version 3.1.0.Final
2022-01-26 11:37:08.336 [main] INFO  traceId[] o.s.boot.web.embedded.undertow.UndertowWebServer:133 - Undertow started on port(s) 9090 (http)
2022-01-26 11:37:08.348 [main] INFO  traceId[] com.example.demo.DemoApplication:61 - Started DemoApplication in 4.172 seconds (JVM running for 5.174)
2022-01-26 11:37:23.807 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:55 - Starting DemoApplicationTests on DESKTOP-6OUD5PV with PID 22336 (started by Administrator in E:\workplace\idea\demo)
2022-01-26 11:37:23.809 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:651 - No active profile set, falling back to default profiles: default
2022-01-26 11:37:24.406 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:249 - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-01-26 11:37:24.409 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:127 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-01-26 11:37:24.446 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:187 - Finished Spring Data repository scanning in 24ms. Found 0 Redis repository interfaces.
2022-01-26 11:37:24.753 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'threadPoolConfig' of type [com.example.demo.config.ThreadPoolConfig$$EnhancerBySpringCGLIB$$c67e9b25] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:37:24.797 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'org.springframework.retry.annotation.RetryConfiguration' of type [org.springframework.retry.annotation.RetryConfiguration$$EnhancerBySpringCGLIB$$929b39eb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:37:25.007 [main] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:181 - Initializing ExecutorService 'threadPoolTaskExecutor'
2022-01-26 11:37:25.202 [main] INFO  traceId[] c.a.d.s.b.a.DruidDataSourceAutoConfigure:56 - Init DruidDataSource
2022-01-26 11:37:26.723 [main] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:990 - {dataSource-1} inited
2022-01-26 11:37:29.330 [main] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:181 - Initializing ExecutorService 'taskScheduler'
2022-01-26 11:37:29.389 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:61 - Started DemoApplicationTests in 6.007 seconds (JVM running for 6.84)
2022-01-26 11:37:29.538 [main] INFO  traceId[] com.example.demo.pdf.PdfProblem:64 - 开始生成pdf....
2022-01-26 11:37:30.042 [main] INFO  traceId[] com.example.demo.pdf.PdfProblem:97 - 结束生成pdf....
2022-01-26 11:37:30.058 [SpringContextShutdownHook] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:218 - Shutting down ExecutorService 'taskScheduler'
2022-01-26 11:37:30.078 [SpringContextShutdownHook] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:2043 - {dataSource-1} closing ...
2022-01-26 11:37:30.083 [SpringContextShutdownHook] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:2116 - {dataSource-1} closed
2022-01-26 11:37:30.084 [SpringContextShutdownHook] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:218 - Shutting down ExecutorService 'threadPoolTaskExecutor'
2022-01-26 11:39:50.218 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:55 - Starting DemoApplicationTests on DESKTOP-6OUD5PV with PID 21004 (started by Administrator in E:\workplace\idea\demo)
2022-01-26 11:39:50.220 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:651 - No active profile set, falling back to default profiles: default
2022-01-26 11:39:50.888 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:249 - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-01-26 11:39:50.890 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:127 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-01-26 11:39:50.930 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:187 - Finished Spring Data repository scanning in 25ms. Found 0 Redis repository interfaces.
2022-01-26 11:39:51.234 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'threadPoolConfig' of type [com.example.demo.config.ThreadPoolConfig$$EnhancerBySpringCGLIB$$7a1b17c0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:39:51.278 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'org.springframework.retry.annotation.RetryConfiguration' of type [org.springframework.retry.annotation.RetryConfiguration$$EnhancerBySpringCGLIB$$4637b686] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 11:39:51.483 [main] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:181 - Initializing ExecutorService 'threadPoolTaskExecutor'
2022-01-26 11:39:51.691 [main] INFO  traceId[] c.a.d.s.b.a.DruidDataSourceAutoConfigure:56 - Init DruidDataSource
2022-01-26 11:39:53.213 [main] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:990 - {dataSource-1} inited
2022-01-26 11:39:55.841 [main] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:181 - Initializing ExecutorService 'taskScheduler'
2022-01-26 11:39:55.887 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:61 - Started DemoApplicationTests in 6.015 seconds (JVM running for 6.803)
2022-01-26 11:39:56.030 [main] INFO  traceId[] com.example.demo.pdf.PdfProblem:64 - 开始生成pdf....
2022-01-26 11:39:56.350 [main] INFO  traceId[] com.example.demo.pdf.PdfProblem:97 - 结束生成pdf....
2022-01-26 11:39:56.365 [SpringContextShutdownHook] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:218 - Shutting down ExecutorService 'taskScheduler'
2022-01-26 11:39:56.382 [SpringContextShutdownHook] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:2043 - {dataSource-1} closing ...
2022-01-26 11:39:56.386 [SpringContextShutdownHook] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:2116 - {dataSource-1} closed
2022-01-26 11:39:56.386 [SpringContextShutdownHook] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:218 - Shutting down ExecutorService 'threadPoolTaskExecutor'
2022-01-26 12:14:54.009 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:55 - Starting DemoApplicationTests on DESKTOP-6OUD5PV with PID 23224 (started by Administrator in E:\workplace\idea\demo)
2022-01-26 12:14:54.011 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:651 - No active profile set, falling back to default profiles: default
2022-01-26 12:14:54.654 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:249 - Multiple Spring Data modules found, entering strict repository configuration mode!
2022-01-26 12:14:54.657 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:127 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-01-26 12:14:54.696 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:187 - Finished Spring Data repository scanning in 25ms. Found 0 Redis repository interfaces.
2022-01-26 12:14:54.998 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'threadPoolConfig' of type [com.example.demo.config.ThreadPoolConfig$$EnhancerBySpringCGLIB$$1986cf6] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 12:14:55.044 [main] INFO  traceId[] o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker:335 - Bean 'org.springframework.retry.annotation.RetryConfiguration' of type [org.springframework.retry.annotation.RetryConfiguration$$EnhancerBySpringCGLIB$$cdb50bbc] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-01-26 12:14:55.263 [main] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:181 - Initializing ExecutorService 'threadPoolTaskExecutor'
2022-01-26 12:14:55.482 [main] INFO  traceId[] c.a.d.s.b.a.DruidDataSourceAutoConfigure:56 - Init DruidDataSource
2022-01-26 12:14:57.011 [main] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:990 - {dataSource-1} inited
2022-01-26 12:14:59.653 [main] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:181 - Initializing ExecutorService 'taskScheduler'
2022-01-26 12:14:59.705 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:61 - Started DemoApplicationTests in 6.097 seconds (JVM running for 6.925)
2022-01-26 12:14:59.856 [main] INFO  traceId[] com.example.demo.pdf.PdfProblem:64 - 开始生成pdf....
2022-01-26 12:15:00.147 [main] INFO  traceId[] com.example.demo.pdf.PdfProblem:97 - 结束生成pdf....
2022-01-26 12:15:00.163 [SpringContextShutdownHook] INFO  traceId[] o.s.scheduling.concurrent.ThreadPoolTaskScheduler:218 - Shutting down ExecutorService 'taskScheduler'
2022-01-26 12:15:00.181 [SpringContextShutdownHook] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:2043 - {dataSource-1} closing ...
2022-01-26 12:15:00.188 [SpringContextShutdownHook] INFO  traceId[] com.alibaba.druid.pool.DruidDataSource:2116 - {dataSource-1} closed
2022-01-26 12:15:00.189 [SpringContextShutdownHook] INFO  traceId[] c.example.demo.config.ThreadPoolExecutorMdcWrapper:218 - Shutting down ExecutorService 'threadPoolTaskExecutor'
2022-01-26 12:19:31.258 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:55 - Starting DemoApplicationTests on DESKTOP-6OUD5PV with PID 22292 (started by Administrator in E:\workplace\idea\demo)
2022-01-26 12:19:31.259 [main] INFO  traceId[] com.example.demo.DemoApplicationTests:651 - No active profile set, falling back to default profiles: default
2022-01-26 12:19:31.873 [main] INFO  traceId[] o.s.d.r.config.RepositoryConfigurationDelegate:249 - Multiple Spring Data modules found, entering strict repository configuration mode!
